,0
774,Ruwais Port_Qatar
775,Safi_Morocco
776,Saganoseki Ko_Japan
777,Sagunto_Spain
778,Saint-Marc_Haiti
779,Saipan_Northern Mariana Islands
780,Sakai Ko_Japan
781,Sakai-Senboku_Japan
782,Sakata Ko_Japan
783,Sal Rei_Cape Verde
784,Salerno_Italy
785,Salina Cruz_Mexico
786,Samarinda_Indonesia
787,Sampit_Indonesia
788,Samsun_Turkey
789,San Diego_U.S.A.
790,San Fransisco_U.S.A.
791,San Giogrio_Italy
792,San Juan_Puerto Rico
793,San Miguel De Cozumel_Mexico
794,San Nicolas_Argentina
795,San Pedro_Cote d'Ivoire
796,San Pedro De Macoris_Dominican Republic
797,Sandusky_U.S.A.
798,Sankt-Peterburg_Russia
799,Sanshandaocun_China
800,Santa Cruz De La Palma_Spain
801,Santa Cruz De Tenerife_Spain
802,Santa Maria_Colombia
803,Santander_Spain
804,Santiago De Cuba_Cuba
805,Santo Thomas De Castilla_Guatemala
806,Santos_Brazil
807,Sao Francisco_Brazil
808,Sao Sebastiao_Brazil
809,Sapangar Bay_Malaysia
810,Sarnia_Canada
811,Sassnitz_Germany
812,Sauda_Norway
813,Savannah_U.S.A.
814,Savonia_Italy
815,Sawakin Harbor_Sudan
816,Searsport_U.S.A.
817,Seattle_U.S.A.
818,Sekupang_Indonesia
819,Semarang_Indonesia
820,Sendai-Shiogama_Japan
821,Sept Iles_Canada
822,Serangoon Harbor_Singapore
823,Sete_France
824,Setubal_Portugal
825,Sevilla_Spain
826,Shan T Ou_China
827,Shanghai_China
828,Shekou_China
829,Shibushi Wan_Japan
830,Shidao Newport_China
831,Shijing Longxiang_China
832,Shimizu Ko_Japan
833,Shougang Jingtang_China
834,Shui Dong_China
835,Si Racha_Thailand
836,Sibolga_Indonesia
837,Sines_Portugal
838,Singapore_Singapore
839,Sitrah_Bahrain
840,Skagen Havn_Denmark
841,Skelleftehamn_Sweden
842,Sodertalje_Sweden
843,Solvesborg_Sweden
844,Songkhla Harbor_Thailand
845,Soudha_Greece
846,Sousse_Tunisia
847,South Louisiana_U.S.A.
848,Southampton_United Kingdom
849,Soyo Angola LNG Terminal_Angola
850,Split_Croatia
851,St John_Canada
852,St John's_Canada
853,St Johns_Antigua and Barbuda
854,St. George's_Grenada
855,Stagen_Indonesia
856,Stavanger_Norway
857,Stenungsund_Sweden
858,Stockholm_Sweden
859,Stockton_U.S.A.
860,Stora Jatterson_Sweden
861,Subio Bay_Philippines
862,Sundaomen Wuz_China
863,Sunderland_United Kingdom
864,Sundsvall_Sweden
865,Superior_U.S.A.
866,Surabaya_Indonesia
867,Susaki Ko_Japan
868,Suva Harbor_Fiji
869,Swinoujscie_Poland
870,Szczecin_Poland
871,Tachibana_Japan
872,Tacoma_U.S.A.
873,Taganrog_Russia
874,Tagonoura Ko_Japan
875,Tai-Chung Kang_Taiwan
876,Taicang_China
877,Takamatsu_Japan
878,Takoradi_Ghana
879,Talinn_Estonia
880,Tampa_U.S.A.
881,Tampico_Mexico
882,Tan-Shui_Taiwan
883,Tananger_Norway
884,Tangier-Mediterranean_Morocco
885,Tangshan (Jingtang)_China
886,Tanjung Benete_Indonesia
887,Tanjung Pelepas_Malaysia
888,Tanjung Sangata_Indonesia
889,Tanjungredeb_Indonesia
890,Tanjunguban_Indonesia
891,Tarabulus_Lebanon
892,Taranto_Italy
893,Tarawa Atoll_Kiribati
894,Tarragona_Spain
895,Tauranga_New Zealand
896,Teesport_United Kingdom
897,Tekirdag_Turkey
898,Teluk Bayur_Indonesia
899,Tema_Ghana
900,Temryuk_Russia
901,Terneuzen_Netherlands
902,Tg Mani_Malaysia
903,Tg. Sorong_Indonesia
904,Thamesport_United Kingdom
905,Thamshamm_Norway
906,Thanh Ho Chi Minh_Vietnam
907,Thessaloniki_Greece
908,Thunder Bay_Canada
909,Tianjin Xin Gang_China
910,Tilbury_United Kingdom
911,Timaru_New Zealand
912,Toamasina_Madagascar
913,Tokuyama_Japan
914,Tokyo Ko_Japan
915,Toledo_U.S.A.
916,Tomakomai Ko_Japan
917,Tonghae_South Korea
918,Torina_Finland
919,Toros Gubre_Turkey
920,Townsville_Australia
921,Trabzon_Turkey
922,Trelleborg_Sweden
923,Trieste_Italy
924,Trois Rivieres_Canada
925,Tromso_Norway
926,Tsuruga Ko_Japan
927,Tuapse_Russia
928,Tuban_Indonesia
929,Tubarao_Brazil
930,Tunis_Tunisia
931,Tuticorin_India
932,Tuxpan_Mexico
933,Tynemouth_United Kingdom
934,Ube Ko_Japan
935,Ujung Pandang_Indonesia
936,Ulsan_South Korea
937,Umea Hamn_Sweden
938,Umm Al Qaywayn_United Arab Emirates
939,Umm Qasr_Iraq
940,Umm Said_Qatar
941,Valencia_Spain
942,Valletta Harbors_Malta
943,Vancouver_Canada
944,Vancouver_U.S.A.
945,Varberg_Sweden
946,Varna_Bulgaria
947,Ventspils_Latvia
948,Veracruz_Mexico
949,Victoria_Malaysia
950,Victoria_Seychelles
951,Vigo_Spain
952,Villagarcia De Arosa_Spain
953,Vishakhapatnam_India
954,Vitoria_Brazil
955,Vladivostok_Russia
956,Vlissingen_Netherlands
957,Voh_New Caledonia
958,Volos_Greece
959,Vostochnyy_Russia
960,Vyborg_Russia
961,Wakamatsu Ko_Japan
962,Wakayama-Shimotsu Ko_Japan
963,Walvis Bay_Namibia
964,Warren Point_Ireland
965,Warri_Nigeria
966,Waterford_Ireland
967,Weifang Port_China
968,Weihai_China
969,Wellington_New Zealand
970,Wenzhou_China
971,Wewak Harbor_Papua New Guinea
972,Whangerei_New Zealand
973,Whyalla_Australia
974,Wilhelmshaven_Germany
975,Willemstad_Curacao
976,"Wilmington, DE_U.S.A."
977,"Wilmington, NC_U.S.A."
978,Wismar_Germany
979,Xiagong_China
980,Xiamen_China
981,Xiuyu_China
982,Yakacik_Turkey
983,Yanbu_Saudi Arabia
984,Yangpu_China
985,Yantai_China
986,Yatsushiro Ko_Japan
